Date;rent_CH5YRetCHF_Acum;DE5YRetAcu;CH5YRetAcuCHF;ES5YRetAcu
27/02/2015;19.01844089;20.14008056;13.31531812;9.82920366
06/03/2015;18.50079573;20.06960841;12.82453259;10.68493805
13/03/2015;18.98372461;20.16481688;13.27966834;10.5658207
20/03/2015;18.89220782;20.23399777;13.19336026;9.975380093
27/03/2015;18.80600744;20.0905049;13.11138952;9.456395103
03/04/2015;18.94076231;20.13581972;13.24110461;10.17862095
10/04/2015;19.21215449;20.26814176;13.50154753;10.05026427
17/04/2015;19.16620401;20.34961893;13.45753681;8.563047017
24/04/2015;19.27420719;19.92610942;13.56249365;9.443847956
01/05/2015;19.06355439;19.26762918;13.3603536;9.422401054
08/05/2015;18.84176003;19.06238639;13.1483044;9.023640424
15/05/2015;19.0236694;18.96258558;13.32166722;9.168492843
22/05/2015;19.3316321;19.19061253;13.61649238;8.929421422
29/05/2015;19.7489254;19.61603069;14.01518756;8.018997739
05/06/2015;19.69452404;18.62577055;13.96388069;6.429928878
12/06/2015;19.51065164;18.84672653;13.78900663;5.737055492
19/06/2015;19.67939318;19.22559104;13.9494651;4.885906672
26/06/2015;19.75435963;18.80154264;14.02308057;7.283416299
03/07/2015;19.87539134;19.21945454;14.1363529;5.194670226
10/07/2015;20.09941061;18.57098701;14.35270048;6.527912075
17/07/2015;20.03710041;19.00695709;14.29172374;8.338026602
24/07/2015;20.32709166;19.235148;14.56468021;8.100522038
31/07/2015;20.32277463;19.44625295;14.56060484;8.351578538
07/08/2015;20.59374249;19.62264898;14.80838031;7.169122323
14/08/2015;21.0036201;19.57025422;15.18360706;6.777394395
21/08/2015;20.80571482;19.74362093;15.00051618;6.232974966
28/08/2015;20.40180507;19.08812006;14.62550401;5.852624697
04/09/2015;20.6220657;19.26910051;14.8290135;6.212479921
11/09/2015;20.48903421;19.4257257;14.70797367;6.084900453
18/09/2015;20.33079607;19.38419414;14.56205714;6.81899406
25/09/2015;20.89898011;19.49736621;15.07470079;6.212453337
02/10/2015;21.22979227;19.87076272;15.38206785;7.70556512
09/10/2015;21.17058753;19.5260608;15.32773968;7.856559142
16/10/2015;21.13703548;19.80995095;15.2967642;7.808891723
23/10/2015;21.67479073;20.10337835;15.7989188;8.977765734
30/10/2015;21.44135132;19.91622784;15.5841145;8.785555993
06/11/2015;21.97575638;19.32389872;16.07094519;7.650037517
