Date;rent_CH2Y5Y10YRetCHF_Acum;DE5YRetAcu;CHST2Y5Y10YAcu;ESST2Y5Y10YAcu
22/06/2012;-3.309238252;17.92864157;-3.306483603;12.4159794
29/06/2012;-3.544085936;18.23380884;-3.54167116;11.74210817
06/07/2012;-3.591042929;19.81681139;-3.588704383;13.95295486
13/07/2012;-3.220472787;20.08364601;-3.217516866;13.9216424
20/07/2012;-2.698426152;20.30041557;-2.694487216;16.52080192
27/07/2012;-2.338884621;19.06670556;-2.334315316;15.39530294
03/08/2012;-2.509508621;18.96751212;-2.505205591;14.22508795
10/08/2012;-2.836424345;19.17526656;-2.832651444;14.19204593
17/08/2012;-3.000163042;18.6691228;-2.996643339;13.43975364
24/08/2012;-2.90948224;18.79274749;-2.905810478;13.7255772
31/08/2012;-3.05157816;18.82744943;-3.048136622;14.30325917
07/09/2012;-3.488759324;18.14229978;-3.49179289;9.235954894
14/09/2012;-3.762599609;16.38999645;-3.765996095;9.591159699
21/09/2012;-3.645313028;16.75450032;-3.648448816;9.469137529
28/09/2012;-3.335540129;17.68512717;-3.338267566;9.969934218
05/10/2012;-3.387184836;17.0714826;-3.389982769;8.31693204
12/10/2012;-3.351597622;17.48949503;-3.356916826;7.917460313
19/10/2012;-3.018896763;16.80993769;-3.023892357;7.225920828
26/10/2012;-3.06593664;17.41786084;-3.070976652;7.731064576
02/11/2012;-3.305228098;17.90983805;-3.310465525;7.994905756
09/11/2012;-3.170715573;18.48870056;-3.176091898;8.411296188
16/11/2012;-3.183235525;18.63224542;-3.188633956;8.914217839
23/11/2012;-3.047362493;17.99687199;-3.052545083;8.252941563
30/11/2012;-3.321409467;18.04649478;-3.326329601;7.907893883
07/12/2012;-3.58118923;18.57403042;-3.586080068;8.247868624
14/12/2012;-3.423871033;18.38128288;-3.428595386;7.792334344
21/12/2012;-3.231895976;18.27250265;-3.236440371;6.557361795
28/12/2012;-3.284512987;18.70680322;-3.289103977;6.495363403
04/01/2013;-3.462059676;17.07105306;-3.466812383;6.109734217
11/01/2013;-3.535452656;16.61116619;-3.541377467;4.459867152
