Date;ES2YPrice;ES2YYield;ES2YSS;ES2YASS;ES2YZS;ES2YOaS;ES5YPrice;ES5YYield;ES5YSS;ES5YASS;ES5YZS;ES5YOaS;ES10YPrice;ES10YYield;ES10YSS;ES10YASS;ES10YZS;ES10YOaS;DE2YPrice;DE2YYield;DE2YSS;DE2YASS;DE2YZS;DE5YPrice;DE5YYield;DE5YSS;DE5YASS;DE5YZS;DE10YPrice;DE10YYield;DE10YSS;DE10YASS;DE10YZS;CH2YPrice;CH2YYield;CH2YSS;CH2YASS;CH2YZS;CH2YOaS;CH5YPrice;CH5YYield;CH5YSS;CH5YASS;CH5YZS;CH5YOaS;CH10YPrice;CH10YYield;CH10YSS;CH10YASS;CH10YZS;CH10YOaS;EURCHF
19-Jul-2002;101.300;3.834;;;;;101.710;4.358;;;;;102.685;4.988;;;;;100.370;3.794;;;;98.580;4.333;;;;101.240;4.840;;;;108.260;1.564;;;;;109.35;2.539;;;;;97.45;3.052;;;;;1.459
26-Jul-2002;101.620;3.644;;;;;102.340;4.191;;;;;103.391;4.887;;;;;100.720;3.598;;;;99.240;4.171;;;;102.120;4.721;;;;108.600;1.318;;;;;110;2.408;;;;;98.25;2.958;;;;;1.446
02-Aug-2002;101.980;3.467;;;;;102.950;4.024;;;;;104.250;4.770;;;;;101.050;3.411;;;;99.950;3.998;;;;102.880;4.613;;;;108.730;1.199;;;;;109.98;2.42;;;;;97.96;2.993;;;;;1.450
09-Aug-2002;101.900;3.489;;;;;102.970;4.023;;;;;104.710;4.709;;;;;101.000;3.447;;;;99.920;4.005;;;;103.410;4.562;;;;108.470;1.290;;;;;109.72;2.456;;;;;97.82;3.014;;;;;1.458
16-Aug-2002;101.620;3.628;;;;;102.720;4.106;;;;;104.920;4.719;;;;;100.780;3.607;;;;101.530;4.135;;;;103.360;4.556;;;;108.900;1.220;;;;;109.7;2.459;;;;;98.03;2.988;;;;;1.466
23-Aug-2002;101.670;3.582;;;;;102.600;4.114;;;;;104.100;4.788;;;;;100.700;3.591;;;;101.350;4.174;;;;102.690;4.653;;;;108.150;1.362;;;;;108.9;2.613;;;;;96.9;3.122;;;;;1.472
30-Aug-2002;101.890;3.463;;;;;103.100;3.978;;;;;104.790;4.704;;;;;100.920;3.459;;;;101.980;4.032;;;;103.390;4.555;;;;108.470;1.135;;;;;109.71;2.451;;;;;97.87;3.01;;;;;1.472
06-Sep-2002;102.350;3.217;;;;;104.020;3.764;;;;;106.170;4.558;;;;;101.310;3.227;;;;102.910;3.823;;;;104.600;4.420;;;;108.600;0.990;;;;;110.34;2.283;;;;;99.66;2.791;;;;;1.457
13-Sep-2002;102.220;3.267;;;;;103.830;3.791;;;;;105.830;4.573;;;;;101.214;3.275;;;;102.810;3.843;;;;104.530;4.428;;;;108.350;1.072;;;;;110.77;2.183;;;;;100.17;2.729;;;;;1.467
20-Sep-2002;102.380;3.179;;;;;104.190;3.686;;;;;103.650;4.535;;;;;101.330;3.198;;;;103.233;3.747;;;;105.020;4.360;;;;108.400;0.978;;;;;111.33;2.07;;;;;101.01;2.631;;;;;1.464
27-Sep-2002;102.350;3.171;;;;;104.320;3.661;;;;;103.800;4.531;;;;;100.150;3.170;;;;103.470;3.692;;;;105.140;4.327;;;;108.200;1.037;;;;;111.07;2.116;;;;;100.76;2.658;;;;;1.465
04-Oct-2002;102.540;3.058;;;;;104.580;3.591;;;;;103.770;4.541;;;;;100.440;3.014;;;;103.760;3.625;;;;104.970;4.346;;;;108.250;0.940;;;;;111.26;2.075;;;;;101.02;2.628;;;;;1.461
11-Oct-2002;102.310;3.143;;;;;104.370;3.673;;;;;103.530;4.576;;;;;100.100;3.195;;;;102.891;3.816;;;;104.300;4.475;;;;108.150;0.937;;;;;110.97;2.133;;;;;100.27;2.713;;;;;1.464
18-Oct-2002;102.190;3.250;;;;;103.630;3.854;;;;;102.090;4.756;;;;;99.960;3.270;;;;102.300;3.948;;;;103.050;4.597;;;;108.000;0.965;;;;;110.75;2.167;;;;;99.51;2.791;;;;;1.470
25-Oct-2002;102.190;3.213;;;;;103.650;3.808;;;;;102.170;4.722;;;;;100.085;3.201;;;;102.370;3.930;;;;103.110;4.584;;;;108.000;0.896;;;;;110.98;2.123;;;;;99.95;2.755;;;;;1.466
01-Nov-2002;102.477;3.069;;;;;104.270;3.677;;;;;103.110;4.654;;;;;100.310;3.108;;;;102.860;3.816;;;;103.380;4.559;;;;108.000;0.835;;;;;111.46;2.015;;;;;100.99;2.633;;;;;1.461
08-Nov-2002;102.430;3.024;;;;;104.320;3.615;;;;;103.140;4.592;;;;;100.255;3.104;;;;103.330;3.707;;;;104.150;4.440;;;;108.250;0.597;;;;;111.7;1.967;;;;;101.32;2.593;;;;;1.461
15-Nov-2002;102.460;2.990;;;;;101.880;3.827;;;;;103.370;4.560;;;;;100.315;3.068;;;;103.204;3.733;;;;104.150;4.455;;;;107.900;0.756;;;;;111.8;1.903;;;;;101.97;2.515;;;;;1.465
22-Nov-2002;102.400;3.028;;;;;101.720;3.863;;;;;103.070;4.612;;;;;100.359;3.041;;;;102.905;3.799;;;;103.720;4.517;;;;107.450;0.990;;;;;111.55;1.938;;;;;101.8;2.526;;;;;1.472
29-Nov-2002;102.301;3.058;;;;;101.710;3.859;;;;;103.340;4.566;;;;;100.450;3.095;;;;102.880;3.802;;;;103.890;4.483;;;;108.790;1.067;;;;;111.34;2.005;;;;;101.38;2.62;;;;;1.474
06-Dec-2002;102.460;2.951;;;;;102.030;3.779;;;;;103.960;4.488;;;;;100.300;3.070;;;;103.250;3.714;;;;104.470;4.416;;;;106.370;0.955;;;;;112.05;1.817;;;;;102.54;2.448;;;;;1.471
13-Dec-2002;102.680;2.800;;;;;102.780;3.613;;;;;104.890;4.384;;;;;100.154;2.918;;;;103.850;3.573;;;;105.190;4.330;;;;106.470;0.866;;;;;112.53;1.714;;;;;103.78;2.298;;;;;1.477
20-Dec-2002;102.740;2.718;;;;;102.990;3.565;;;;;105.120;4.369;;;;;100.410;2.770;;;;104.105;3.510;;;;105.410;4.290;;;;106.460;0.850;;;;;112.73;1.635;;;;;104.21;2.245;;;;;1.462
27-Dec-2002;102.830;2.636;;;;;103.470;3.453;;;;;105.630;4.274;;;;;100.520;2.720;;;;104.580;3.398;;;;106.150;4.197;;;;106.620;0.798;;;;;113.03;1.632;;;;;104.65;2.193;;;;;1.451
03-Jan-2003;102.697;2.721;;;;;102.960;3.562;;;;;104.687;4.413;;;;;100.420;2.771;;;;104.130;3.501;;;;105.287;4.323;;;;106.520;0.729;;;;;112.92;1.588;;;;;104.36;2.226;;;;;1.457
10-Jan-2003;102.840;2.608;;;;;103.440;3.456;;;;;105.340;4.313;;;;;100.627;2.656;;;;104.570;3.400;;;;101.930;4.263;;;;106.550;0.700;;;;;112.94;1.459;;;;;104.06;2.26;;;;;1.459
17-Jan-2003;102.836;2.585;;;;;103.850;3.358;;;;;106.080;4.216;;;;;100.670;2.624;;;;104.890;3.315;;;;102.610;4.178;;;;109.240;0.729;;;;;112.82;1.534;;;;;114.71;2.341;;;;;1.460
24-Jan-2003;102.920;2.495;;;;;104.340;3.254;;;;;107.350;4.055;;;;;100.760;2.574;;;;105.340;3.220;;;;103.980;4.011;;;;109.170;0.733;;;;;113.05;1.491;;;;;115.19;2.288;;;;;1.465
31-Jan-2003;102.840;2.518;;;;;104.160;3.288;;;;;106.910;4.105;;;;;100.730;2.587;;;;105.120;3.260;;;;103.545;4.075;;;;108.960;0.778;;;;;112.86;1.51;;;;;114.81;2.325;;;;;1.469
07-Feb-2003;102.950;2.424;;;;;104.520;3.199;;;;;107.380;4.045;;;;;100.900;2.486;;;;105.540;3.155;;;;104.090;3.998;;;;109.080;0.688;;;;;113.21;1.439;;;;;115.22;2.28;;;;;1.466
14-Feb-2003;102.970;2.405;;;;;104.820;3.132;;;;;107.740;4.024;;;;;100.990;2.430;;;;106.005;3.066;;;;104.310;3.975;;;;109.070;0.632;;;;;113.53;1.374;;;;;115.64;2.241;;;;;1.470
21-Feb-2003;103.020;2.371;;;;;105.020;3.091;;;;;108.310;3.968;;;;;100.990;2.424;;;;106.170;3.050;;;;104.800;3.934;;;;108.950;0.645;;;;;113.57;1.356;;;;;115.6;2.223;;;;;1.469
28-Feb-2003;103.055;2.272;;;;;105.280;3.017;;;;;108.310;3.931;;;;;101.230;2.278;;;;106.370;2.944;;;;104.850;3.897;;;;108.900;0.640;;;;;113.47;1.374;;;;;115.27;2.27;;;;;1.460
07-Mar-2003;103.090;2.207;;;;;105.570;2.940;;;;;108.977;3.853;;;;;101.282;2.240;;;;105.760;3.006;;;;105.350;3.841;;;;109.310;0.416;;;;;114.52;1.134;;;;;117;2.079;;;;;1.470
14-Mar-2003;102.810;2.398;;;;;104.440;3.195;;;;;107.390;4.045;;;;;100.870;2.475;;;;104.720;3.277;;;;104.160;4.030;;;;108.870;0.595;;;;;113.68;1.319;;;;;115.48;2.24;;;;;1.467
21-Mar-2003;103.350;2.571;;;;;103.290;3.465;;;;;105.610;4.309;;;;;100.560;2.656;;;;103.350;3.526;;;;101.840;4.287;;;;108.450;0.800;;;;;111.69;1.678;;;;;112.62;2.542;;;;;1.476
28-Mar-2003;103.420;2.419;;;;;104.060;3.272;;;;;106.540;4.141;;;;;100.010;2.494;;;;104.030;3.333;;;;103.040;4.126;;;;108.480;0.737;;;;;111.99;1.615;;;;;113.2;2.474;;;;;1.476
04-Apr-2003;103.400;2.424;;;;;103.880;3.313;;;;;106.130;4.205;;;;;100.030;2.483;;;;103.830;3.368;;;;102.520;4.185;;;;108.500;0.687;;;;;111.82;1.644;;;;;112.72;2.52;;;;;1.487
11-Apr-2003;103.360;2.444;;;;;103.810;3.321;;;;;106.320;4.198;;;;;99.930;2.537;;;;103.810;3.423;;;;102.580;4.199;;;;108.110;0.741;;;;;111.53;1.68;;;;;112.4;2.555;;;;;1.498
18-Apr-2003;103.270;2.420;;;;;103.720;3.345;;;;;106.820;4.165;;;;;99.810;2.550;;;;103.960;3.426;;;;102.480;4.184;;;;108.250;0.716;;;;;111.72;1.634;;;;;113.15;2.471;;;;;1.503
25-Apr-2003;105.150;2.558;;;;;104.320;3.201;;;;;100.150;4.183;;;;;100.100;2.443;;;;104.220;3.286;;;;103.210;4.101;;;;108.000;0.712;;;;;111.7;1.636;;;;;113.08;2.469;;;;;1.502
02-May-2003;105.270;2.481;;;;;104.580;3.131;;;;;100.430;4.147;;;;;100.160;2.409;;;;104.360;3.276;;;;103.450;4.087;;;;108.100;0.591;;;;;111.88;1.584;;;;;113.01;2.461;;;;;1.509
09-May-2003;105.430;2.405;;;;;105.150;2.997;;;;;101.590;4.006;;;;;100.340;2.307;;;;105.040;3.095;;;;104.600;3.929;;;;108.210;0.474;;;;;112.57;1.428;;;;;114.3;2.34;;;;;1.509
16-May-2003;105.660;2.269;;;;;105.660;2.872;;;;;102.500;3.904;;;;;100.490;2.221;;;;100.200;2.988;;;;105.440;3.837;;;;108.180;0.436;;;;;113.19;1.293;;;;;115.54;2.197;;;;;1.514
23-May-2003;105.820;2.172;;;;;106.110;2.759;;;;;103.920;3.730;;;;;100.710;2.093;;;;100.820;2.834;;;;106.960;3.634;;;;108.470;0.414;;;;;113.4;1.23;;;;;115.89;2.154;;;;;1.525
30-May-2003;105.760;2.202;;;;;105.870;2.821;;;;;103.130;3.828;;;;;100.690;2.100;;;;100.680;2.849;;;;106.545;3.693;;;;108.010;0.429;;;;;112.91;1.335;;;;;115.1;2.241;;;;;1.529
06-Jun-2003;106.010;2.089;;;;;106.300;2.710;;;;;103.530;3.777;;;;;100.840;2.009;;;;101.195;2.764;;;;106.680;3.655;;;;108.010;0.362;;;;;113.44;1.243;;;;;116.17;2.148;;;;;1.545
13-Jun-2003;106.222;1.913;;;;;107.210;2.485;;;;;105.510;3.538;;;;;101.050;1.881;;;;101.910;2.587;;;;108.340;3.464;;;;107.970;0.341;;;;;113.1;1.269;;;;;115.93;2.155;;;;;1.539
20-Jun-2003;105.980;2.029;;;;;106.200;2.721;;;;;103.710;3.753;;;;;100.760;2.045;;;;100.762;2.879;;;;106.580;3.729;;;;107.690;0.445;;;;;112.15;1.461;;;;;113.39;2.423;;;;;1.541
27-Jun-2003;105.620;2.185;;;;;105.570;2.861;;;;;102.460;3.898;;;;;99.665;2.176;;;;99.920;3.037;;;;105.030;3.883;;;;107.560;0.503;;;;;112.12;1.456;;;;;113.45;2.414;;;;;1.542
04-Jul-2003;105.590;2.137;;;;;105.550;2.856;;;;;102.020;3.948;;;;;99.820;2.095;;;;100.040;2.987;;;;98.540;3.916;;;;107.570;0.398;;;;;112.4;1.381;;;;;114.01;2.345;;;;;1.549
11-Jul-2003;105.490;2.161;;;;;105.500;2.865;;;;;101.960;3.965;;;;;99.739;2.139;;;;100.100;2.968;;;;98.700;3.905;;;;107.500;0.380;;;;;112.52;1.35;;;;;114.43;2.294;;;;;1.554
18-Jul-2003;105.180;2.284;;;;;104.800;3.034;;;;;100.870;4.095;;;;;99.520;2.260;;;;99.400;3.134;;;;97.680;4.035;;;;107.330;0.433;;;;;111.92;1.462;;;;;113.11;2.433;;;;;1.535
25-Jul-2003;105.140;2.290;;;;;104.820;3.018;;;;;101.350;4.033;;;;;99.495;2.276;;;;99.380;3.153;;;;97.880;4.024;;;;107.130;0.414;;;;;111.77;1.486;;;;;113.06;2.456;;;;;1.547
01-Aug-2003;104.400;2.648;;;;;103.400;3.362;;;;;99.740;4.226;;;;;98.770;2.684;;;;97.950;3.503;;;;96.470;4.201;;;;107.120;0.445;;;;;111.28;1.587;;;;;112.28;2.52;;;;;1.538
08-Aug-2003;104.750;2.433;;;;;104.320;3.136;;;;;101.250;4.041;;;;;99.260;2.413;;;;99.030;3.211;;;;97.900;3.998;;;;106.910;0.501;;;;;111.29;1.662;;;;;112.94;2.462;;;;;1.537
15-Aug-2003;104.460;2.559;;;;;103.600;3.317;;;;;100.030;4.199;;;;;99.050;2.537;;;;98.200;3.423;;;;96.710;4.165;;;;106.840;0.531;;;;;110.73;1.688;;;;;111.5;2.618;;;;;1.544
22-Aug-2003;104.270;2.619;;;;;103.350;3.379;;;;;99.820;4.222;;;;;98.920;2.618;;;;97.990;3.475;;;;96.540;4.186;;;;106.750;0.499;;;;;110.42;1.74;;;;;111;2.656;;;;;1.541
29-Aug-2003;104.270;2.606;;;;;103.360;3.378;;;;;99.690;4.244;;;;;99.010;2.571;;;;98.080;3.434;;;;96.520;4.167;;;;106.660;0.511;;;;;110.22;1.788;;;;;110.7;2.693;;;;;1.537
05-Sep-2003;104.240;2.607;;;;;103.140;3.421;;;;;98.940;4.333;;;;;99.070;2.542;;;;97.810;3.518;;;;95.580;4.305;;;;106.550;0.543;;;;;109.6;1.915;;;;;109.63;2.816;;;;;1.535
12-Sep-2003;104.470;2.448;;;;;103.780;3.250;;;;;100.170;4.176;;;;;99.250;2.441;;;;98.560;3.338;;;;96.800;4.144;;;;106.520;0.459;;;;;110.01;1.739;;;;;110.37;2.663;;;;;1.557
19-Sep-2003;104.490;2.407;;;;;103.920;3.212;;;;;100.340;4.158;;;;;99.307;2.411;;;;98.630;3.323;;;;96.760;4.155;;;;106.450;0.446;;;;;110.3;1.735;;;;;110.55;2.69;;;;;1.557
26-Sep-2003;104.710;2.268;;;;;104.530;3.052;;;;;101.150;4.049;;;;;100.290;2.346;;;;99.340;3.158;;;;97.750;4.033;;;;106.430;0.351;;;;;110.85;1.599;;;;;111.54;2.601;;;;;1.541
03-Oct-2003;104.310;2.460;;;;;103.740;3.259;;;;;99.860;4.216;;;;;99.840;2.585;;;;98.300;3.432;;;;96.310;4.234;;;;106.290;0.489;;;;;110.72;1.669;;;;;110.77;2.688;;;;;1.547
10-Oct-2003;104.280;2.463;;;;;103.690;3.257;;;;;99.810;4.218;;;;;99.834;2.588;;;;98.420;3.451;;;;96.440;4.203;;;;106.220;0.398;;;;;110.62;1.656;;;;;111.11;2.643;;;;;1.549
17-Oct-2003;103.950;2.611;;;;;103.020;3.429;;;;;98.920;4.335;;;;;99.630;2.701;;;;97.750;3.616;;;;95.520;4.324;;;;106.020;0.486;;;;;110.18;1.712;;;;;110.4;2.718;;;;;1.550
24-Oct-2003;104.010;2.562;;;;;103.220;3.372;;;;;99.310;4.285;;;;;99.734;2.645;;;;98.080;3.540;;;;96.020;4.250;;;;105.920;0.489;;;;;110.22;1.709;;;;;111;2.647;;;;;1.546
31-Oct-2003;103.910;2.594;;;;;103.100;3.400;;;;;98.990;4.323;;;;;99.670;2.682;;;;97.860;3.589;;;;99.370;4.328;;;;105.750;0.487;;;;;110.09;1.726;;;;;110.68;2.685;;;;;1.552
07-Nov-2003;103.590;2.755;;;;;102.360;3.599;;;;;97.700;4.500;;;;;99.430;2.842;;;;97.210;3.792;;;;98.020;4.494;;;;105.540;0.664;;;;;109.32;1.895;;;;;109.43;2.834;;;;;1.570
14-Nov-2003;103.860;2.593;;;;;103.060;3.405;;;;;98.790;4.349;;;;;99.709;2.663;;;;97.830;3.630;;;;99.070;4.363;;;;105.400;0.653;;;;;109.56;1.838;;;;;109.93;2.761;;;;;1.563
21-Nov-2003;103.920;2.502;;;;;103.280;3.347;;;;;99.060;4.316;;;;;99.830;2.595;;;;98.160;3.553;;;;99.410;4.318;;;;105.470;0.547;;;;;109.92;1.713;;;;;110.66;2.673;;;;;1.546
28-Nov-2003;103.520;2.726;;;;;102.500;3.552;;;;;97.990;4.457;;;;;99.514;2.779;;;;97.420;3.754;;;;98.360;4.468;;;;105.200;0.735;;;;;109.3;1.889;;;;;109.35;2.823;;;;;1.548
05-Dec-2003;103.660;2.624;;;;;102.860;3.466;;;;;98.530;4.387;;;;;99.780;2.649;;;;97.880;3.589;;;;99.270;4.329;;;;105.110;0.707;;;;;109.48;1.792;;;;;110.48;2.68;;;;;1.551
12-Dec-2003;103.800;2.500;;;;;103.260;3.336;;;;;99.260;4.290;;;;;99.900;2.556;;;;98.190;3.539;;;;99.550;4.304;;;;105.170;0.569;;;;;110.05;1.668;;;;;111.23;2.606;;;;;1.550
19-Dec-2003;103.790;2.478;;;;;103.370;3.299;;;;;99.440;4.268;;;;;100.020;2.532;;;;98.440;3.499;;;;99.710;4.279;;;;105.140;0.500;;;;;110.25;1.615;;;;;111.49;2.575;;;;;1.553
26-Dec-2003;103.810;2.453;;;;;103.340;3.278;;;;;99.700;4.236;;;;;99.960;2.520;;;;98.550;3.470;;;;100.000;4.247;;;;104.970;0.526;;;;;110.18;1.615;;;;;111.53;2.57;;;;;1.558
02-Jan-2004;103.760;2.452;;;;;103.310;3.326;;;;;99.040;4.321;;;;;100.110;2.429;;;;98.430;3.546;;;;99.340;4.328;;;;104.920;0.553;;;;;109.91;1.662;;;;;111.02;2.626;;;;;1.559
09-Jan-2004;103.990;2.262;;;;;104.130;3.080;;;;;100.510;4.133;;;;;100.680;2.379;;;;99.210;3.282;;;;100.840;4.141;;;;107.760;0.969;;;;;106.59;1.876;;;;;113.58;2.672;;;;;1.566
16-Jan-2004;103.940;2.282;;;;;104.080;3.094;;;;;100.480;4.136;;;;;100.750;2.443;;;;99.200;3.330;;;;100.680;4.166;;;;107.930;0.880;;;;;106.95;1.811;;;;;113.84;2.649;;;;;1.567
23-Jan-2004;103.980;2.211;;;;;104.290;3.019;;;;;100.810;4.095;;;;;100.780;2.380;;;;99.460;3.257;;;;101.040;4.132;;;;108.050;0.784;;;;;107.32;1.718;;;;;114.13;2.626;;;;;1.563
30-Jan-2004;103.700;2.364;;;;;103.680;3.189;;;;;99.660;4.242;;;;;100.400;2.514;;;;98.870;3.394;;;;100.020;4.236;;;;107.740;0.894;;;;;106.68;1.852;;;;;113.24;2.708;;;;;1.568
06-Feb-2004;103.870;2.216;;;;;104.190;3.036;;;;;100.400;4.137;;;;;100.600;2.355;;;;99.160;3.255;;;;100.810;4.134;;;;107.840;0.819;;;;;107.14;1.746;;;;;114.18;2.609;;;;;1.567
13-Feb-2004;103.880;2.169;-13.600;-14.500;;;104.340;2.990;-9.000;-9.900;;;100.720;4.105;-7.800;-9.000;;;100.760;2.317;-12.200;-14.300;;99.562;3.333;-13.200;-14.000;;101.040;4.102;-12.000;-12.500;;107.900;0.743;-12.8;-19.2;;;107.67;1.634;-19.3;-24.8;;;114.98;2.516;-17.3;-21.2;;;1.577
20-Feb-2004;103.790;2.210;-12.700;-10.800;;;104.240;3.014;-10.200;-8.100;;;100.520;4.132;-8.000;-9.000;;;100.790;2.375;-12.800;-13.000;;99.660;3.374;-13.600;-14.500;;101.110;4.142;-11.500;-13.200;;107.780;0.792;-11.1;-16.9;;;107.55;1.67;-17.1;-22.1;;;114.28;2.583;-15.3;-18.6;;;1.579
27-Feb-2004;103.890;2.100;-13.700;-14.300;;;104.670;2.884;-9.800;-10.700;;;101.170;4.048;-6.200;-8.900;;;100.890;2.193;-14.700;-17.100;;99.890;3.228;-13.200;-14.800;;101.310;4.038;-10.500;-12.600;;107.820;0.728;-14.7;-19.1;;;107.66;1.627;-22.5;-24.8;;;114.59;2.552;-21.2;-22.1;;;1.576
05-Mar-2004;103.870;2.082;-14.200;-15.200;;;104.850;2.817;-13.800;-11.000;;;101.650;3.985;-7.600;-9.200;;;100.780;2.158;-15.600;-17.500;;99.750;3.159;-13.600;-14.800;;101.320;3.969;-10.400;-14.100;;107.810;0.700;-11.8;-17.7;;;107.88;1.572;-19.2;-24.3;;;115.17;2.489;-17;-20.1;;;1.579
12-Mar-2004;103.840;2.060;-12.600;-11.800;;;105.090;2.751;-9.100;-10.300;;;102.310;3.896;-6.800;-7.900;;;101.000;2.158;-12.400;-13.800;;100.610;3.109;-12.800;-14.200;;102.660;3.910;-11.600;-12.800;;107.740;0.699;-8.6;-14.3;;;108.19;1.507;-22.3;-24.8;;;115.88;2.411;-20.1;-23.6;;;1.568
19-Mar-2004;103.870;2.000;-13.300;-16.300;;;105.190;2.715;-9.600;-11.800;;;102.350;3.890;-6.200;-6.700;;;101.110;2.092;-12.500;-16.000;;100.800;3.082;-13.800;-14.700;;102.880;3.897;-11.200;-11.900;;107.600;0.731;-8.8;-14.5;;;107.99;1.538;-20.9;-25.2;;;115.49;2.447;-17.4;-21.9;;;1.560
26-Mar-2004;103.910;1.946;-10.700;-10.800;;;105.360;2.667;-8.200;-11.500;;;106.590;3.970;-8.600;-10.100;;;101.200;2.049;-11.000;-13.500;;101.170;3.041;-14.000;-15.300;;103.230;3.887;-12.200;-13.200;;107.580;0.710;-10.2;-16.4;;;107.89;1.549;-19.8;-25;;;115.3;2.465;-18.1;-21.8;;;1.558
02-Apr-2004;103.500;2.180;-7.600;-9.400;;;104.380;2.945;-9.900;-11.200;;;104.860;4.181;-6.100;-7.600;;;99.650;2.381;-4.900;-7.400;;100.590;3.327;-12.300;-12.300;;102.420;4.091;-11.100;-12.000;;107.130;0.887;-9.8;-16.4;;;106.88;1.751;-18.8;-25.2;;;113.76;2.619;-19.4;-22.8;;;1.565
09-Apr-2004;101.610;2.271;-11.700;-11.600;;;101.620;3.228;-8.900;-9.300;;;104.930;4.146;-7.200;-7.500;;;99.530;2.254;-15.300;-14.900;;100.020;3.264;-11.800;-12.100;;101.540;4.069;-10.500;-11.000;;106.850;0.990;-10.2;-10.2;;;106.8;1.766;-20.4;-20.4;;;114.12;2.587;-22.1;-20.5;;;1.550
16-Apr-2004;101.470;2.349;-9.200;-12.100;;;101.280;3.302;-9.300;-9.800;;;104.570;4.189;-8.200;-8.000;;;99.380;2.366;-14.600;-14.900;;99.460;3.345;-11.100;-11.500;;100.823;4.123;-10.100;-10.600;;106.690;1.045;-5.7;-6.8;;;106.47;1.809;-12;-13.6;;;113.74;2.621;-14.8;-13.1;;;1.553
23-Apr-2004;101.360;2.415;-10.500;-12.300;;;101.080;3.358;-9.500;-11.300;;;104.090;4.252;-8.000;-7.700;;;99.370;2.397;-14.000;-14.800;;99.410;3.382;-11.100;-11.500;;100.680;4.168;-10.300;-10.700;;106.490;1.107;-4.7;-5.9;;;106.2;1.895;-14.2;-15.8;;;113.03;2.702;-15.8;-15.8;;;1.556
30-Apr-2004;101.310;2.418;-13.200;-13.500;;;100.950;3.380;-9.700;-10.200;;;104.080;4.249;-10.100;-10.100;;;99.254;2.416;-14.800;-14.600;;99.060;3.395;-11.700;-11.100;;100.280;4.213;-9.300;-10.800;;106.230;1.110;-9.4;-11.3;;;105.99;1.924;-15.6;-16.9;;;113.17;2.651;-17.9;-18.1;;;1.551
07-May-2004;101.080;2.546;-10.800;-12.400;;;100.470;3.490;-10.200;-11.000;;;103.260;4.352;-7.700;-9.200;;;99.230;2.601;-14.200;-15.700;;99.030;3.569;-11.300;-10.700;;100.130;4.307;-10.000;-11.700;;106.320;1.235;-9;-12.2;;;105.36;2.018;-15.2;-17.1;;;112.55;2.75;-19.7;-18.7;;;1.546
14-May-2004;101.040;2.569;-11.900;-11.100;;;100.200;3.541;-9.700;-10.300;;;102.950;4.377;-9.300;-10.100;;;99.050;2.553;-13.900;-15.000;;98.360;3.574;-9.900;-11.200;;99.160;4.307;-9.200;-10.600;;105.880;1.259;-7;-10;;;105.4;2.039;-12.5;-14.4;;;111.77;2.785;-16.5;-15.3;;;1.538
21-May-2004;101.120;2.513;-11.000;-12.000;;;100.380;3.503;-9.300;-10.600;;;103.170;4.357;-7.200;-7.400;;;99.150;2.553;-15.400;-15.700;;98.540;3.596;-9.900;-10.800;;99.380;4.335;-9.100;-9.800;;106.140;1.201;;;;;105.57;1.997;-11.8;-13.7;;;112.35;2.755;-13.1;-13.3;;;1.537
28-May-2004;101.130;2.484;-10.800;-11.700;;;100.490;3.479;-9.900;-11.400;;;103.270;4.344;-8.600;-8.800;;;99.230;2.536;-14.100;-15.000;;99.050;3.526;-12.500;-12.100;;99.785;4.320;-10.800;-11.600;;106.020;1.178;-5.7;-9.8;;;105.18;2.075;-9.2;-11.4;;;112.06;2.793;-15.3;-14;;;1.530
04-Jun-2004;100.970;2.597;-10.000;-11.600;;;100.100;3.582;-10.500;-11.500;;;102.670;4.417;-8.100;-8.700;;;99.014;2.636;-9.200;-10.100;;98.490;3.607;-11.800;-12.500;;98.970;4.391;-10.600;-11.300;;105.730;1.309;;;;;104.64;2.195;-10.7;-12.8;;;111.23;2.889;-18.5;-17.5;;;1.521
11-Jun-2004;104.110;2.978;-11.700;-13.800;;;99.770;3.651;-10.000;-11.200;;;102.460;4.453;-8.800;-9.300;;;98.830;2.770;-9.200;-10.400;;98.210;3.722;-11.900;-12.000;;98.760;4.431;-10.200;-12.100;;105.410;1.449;;;;;104.33;2.253;-13.6;-15.7;;;110.84;2.931;-16.3;-17.1;;;1.513
18-Jun-2004;104.200;2.922;-12.300;-14.100;;;100.070;3.579;-10.800;-11.200;;;103.080;4.365;-8.300;-8.400;;;98.810;2.687;-9.900;-11.900;;98.160;3.619;-10.800;-12.500;;98.980;4.349;-10.000;-10.900;;105.450;1.396;-8;-11.9;;;104.6;2.195;-13.8;-14.5;;;111.54;2.849;-16.3;-15.5;;;1.507
25-Jun-2004;104.340;2.847;-13.200;-14.800;;;100.310;3.525;-10.400;-10.900;;;103.280;4.340;-7.600;-8.000;;;100.070;2.718;-14.200;-15.300;;98.680;3.572;-11.200;-11.900;;99.580;4.321;-10.400;-11.100;;105.420;1.413;-6.4;-9.5;;;104.52;2.243;-9.1;-11.3;;;111.39;2.912;-12.8;-12.7;;;1.518
02-Jul-2004;104.510;2.753;-13.400;-14.800;;;100.530;3.453;-10.100;-10.200;;;103.720;4.280;-8.300;-8.400;;;100.117;2.638;-13.600;-10.400;;98.650;3.501;-11.200;-12.100;;99.535;4.268;-10.100;-10.700;;105.440;1.336;-6.7;-11.9;;;104.68;2.16;-11.5;-13.4;;;111.41;2.859;-14.1;-13;;;1.518
