Date;ES2YPrice;ES2YYield;ES2YSS;ES2YASS;ES2YZS;ES2YOaS;ES5YPrice;ES5YYield;ES5YSS;ES5YASS;ES5YZS;ES5YOaS;ES10YPrice;ES10YYield;ES10YSS;ES10YASS;ES10YZS;ES10YOaS;DE2YPrice;DE2YYield;DE2YSS;DE2YASS;DE2YZS;DE5YPrice;DE5YYield;DE5YSS;DE5YASS;DE5YZS;DE10YPrice;DE10YYield;DE10YSS;DE10YASS;DE10YZS;CH2YPrice;CH2YYield;CH2YSS;CH2YASS;CH2YZS;CH2YOaS;CH5YPrice;CH5YYield;CH5YSS;CH5YASS;CH5YZS;CH5YOaS;CH10YPrice;CH10YYield;CH10YSS;CH10YASS;CH10YZS;CH10YOaS;EURCHF
14-Mar-2008;99.720;3.352;-62.900;-60.790;-62.200;;103.130;3.531;-47.300;-47.781;-48.000;;99.640;4.149;-17.300;-19.608;-20.400;;99.866;3.004;-92.600;-91.576;-93.700;103.870;3.334;-63.500;-65.952;-65.800;102.200;3.726;-57.800;-58.906;-60.100;99.840;1.848;-81;-70.839;-72.2;;111.2;2.86;-41;-41.049;-40.3;;100.88;2.895;-37.5;-37.941;-39.1;;1.564
21-Mar-2008;99.340;3.547;-55.500;-52.049;-53.500;;102.390;3.704;-34.300;-34.755;-35.000;;99.710;4.122;-17.800;-17.147;-17.700;;99.410;3.315;-82.300;-75.416;-77.400;103.040;3.509;-53.400;-51.972;-52.100;101.980;3.751;-51.700;-51.142;-52.100;100.060;1.709;-104.3;-93.082;-94.7;;111.83;2.76;-54;-55.217;-54;;102.05;2.757;-47.6;-49.475;-50.5;;1.557
28-Mar-2008;98.990;3.705;-51.400;-46.463;-47.900;;101.480;3.884;-30.200;-29.143;-29.600;;98.520;4.267;-17.600;-17.440;-18.200;;99.100;3.486;-76.600;-68.939;-70.900;99.520;3.600;-57.400;-57.577;-68.700;100.420;3.944;-47.500;-46.590;-48.000;102.810;1.741;-65.2;-66.899;-66.4;;110.88;2.915;-51.1;-53.303;-52.5;;100.43;2.948;-45.1;-45.438;-46.9;;1.572
04-Apr-2008;98.970;3.723;-53.700;-49.400;-50.900;;101.360;3.920;-28.800;-27.600;-28.000;;98.790;4.261;-17.600;-18.600;-19.400;;99.130;3.490;-81.000;-74.200;-76.400;99.380;3.619;-58.100;-55.900;-57.400;100.090;3.951;-45.600;-46.500;-47.800;102.480;2.388;-52.8;-54.8;-54.3;;110.13;2.967;-44.3;-45.4;-44.7;;100.19;2.976;-37.2;-37.9;-39.2;;1.583
11-Apr-2008;99.130;3.615;-55.600;-53.300;-54.800;;101.610;3.833;-30.100;-28.200;-28.500;;98.740;4.238;-17.900;-17.300;-18.000;;99.160;3.428;-80.800;-74.000;-76.100;99.420;3.552;-56.700;-54.100;-55.400;100.080;3.924;-46.000;-44.800;-46.100;102.540;2.353;-50.6;-51.9;-51.5;;110.13;2.957;-43.8;-44.3;-43.6;;100.32;2.961;-38;-37.8;-39;;1.583
18-Apr-2008;98.310;4.015;-52.000;-51.000;-52.800;;99.940;4.155;-24.400;-26.900;-27.500;;97.200;4.412;-19.200;-21.200;-22.200;;98.550;3.809;-77.800;-74.200;-76.900;98.080;3.931;-51.400;-47.800;-49.500;98.880;4.139;-46.300;-45.100;-46.800;101.680;2.728;-39;-44.5;-44.2;;108.57;3.189;-39.6;-42.2;-41.9;;98.19;3.219;-33.7;-34.6;-36.1;;1.610
25-Apr-2008;98.430;3.989;-61.000;-58.200;-60.300;;100.090;4.199;-28.000;-26.400;-27.000;;97.150;4.450;-23.600;-23.100;-24.300;;98.460;3.868;-78.700;-73.700;-76.400;98.070;3.935;-53.800;-51.100;-52.900;98.560;4.180;-47.900;-46.600;-48.500;102.020;2.568;-57.2;-58.6;-58.4;;108.71;3.146;-46.8;-47.5;-47.1;;98.51;3.18;-36.9;-36.8;-38.3;;1.618
02-May-2008;98.540;3.956;-57.200;-52.800;-54.700;;100.110;4.173;-25.000;-24.500;-25.100;;97.390;4.461;-17.200;-16.500;-17.400;;98.530;3.836;-73.800;-66.100;-68.500;97.890;3.977;-45.100;-42.500;-44.000;98.420;4.198;-40.700;-39.400;-41.000;102.130;2.511;-55.4;-56.9;-56.6;;108.79;3.143;-41.2;-42.4;-42.1;;98.66;3.162;-34.7;-35.7;-37.2;;1.631
09-May-2008;98.850;3.807;-59.200;-52.900;-54.600;;100.980;3.987;-28.700;-26.800;-27.200;;98.310;4.289;-16.700;-16.700;-17.400;;98.820;3.675;-78.600;-70.000;-72.300;98.860;3.756;-49.800;-48.300;-49.700;100.040;3.991;-43.500;-43.100;-44.400;102.300;2.424;-52.9;-52.4;-52;;109.86;2.975;-42.5;-42.5;-42;;100;2.999;-38.1;-37.8;-39;;1.611
16-May-2008;98.250;4.123;-49.100;-45.500;-47.200;;99.970;4.214;-21.800;-21.100;-21.600;;97.270;4.422;-17.400;-16.700;-17.500;;98.290;3.994;-70.200;-63.400;-65.800;97.750;4.013;-42.400;-40.200;-41.700;98.580;4.178;-39.300;-38.100;-39.500;102.120;2.499;-58.5;-58.7;-58.5;;109.4;3.03;-44.8;-45.2;-44.7;;99.56;3.052;-41.7;-41.4;-42.8;;1.632
23-May-2008;97.880;4.303;-52.400;-49.200;-51.200;;99.640;4.300;-28.000;-25.900;-26.500;;96.920;4.477;-22.500;-20.700;-21.700;;97.950;4.207;-67.700;-62.600;-65.300;97.180;4.148;-43.500;-40.500;-42.200;97.920;4.264;-41.400;-39.200;-40.800;102.000;2.547;-59;-60.9;-60.7;;109.3;3.063;-43.1;-45;-44.6;;99.39;3.073;-42.2;-43.3;-44.8;;1.614
30-May-2008;97.670;4.411;-56.200;-53.500;-55.900;;99.050;4.430;-29.900;-29.800;-30.700;;95.960;4.614;-21.400;-21.300;-22.500;;97.780;4.323;-68.400;-65.400;-68.200;96.540;4.302;-44.100;-42.300;-44.200;98.360;4.454;-37.200;-36.700;-38.200;101.860;2.606;-62.8;-63.5;-63.4;;107.97;3.214;-47.2;-47.9;-47.7;;98.14;3.227;-39.2;-39;-40.6;;1.621
06-Jun-2008;97.180;4.684;-65.400;-64.300;-67.500;;98.310;4.570;-34.300;-33.900;-35.000;;95.230;4.689;-10.300;-11.300;-11.800;;97.270;4.652;-72.500;-71.000;-74.500;96.030;4.426;-50.800;-49.500;-51.900;98.610;4.423;-36.800;-37.400;-38.500;101.370;2.833;-58.5;-62.1;-62.2;;107.71;3.243;-45.6;-48.9;-48.8;;98.02;3.242;-38;-39.4;-40.9;;1.607
13-Jun-2008;96.990;4.781;-63.400;-58.500;-61.600;;97.300;4.833;-31.300;-27.900;-29.100;;93.640;4.899;-14.800;-13.900;-14.800;;100.230;4.625;-80.200;-75.800;-77.800;95.070;4.662;-48.500;-45.600;-48.200;96.790;4.639;-39.200;-37.500;-39.100;101.170;2.924;-62.7;-65.6;-65.9;;106.34;3.431;-49.9;-52.6;-52.7;;96.43;3.443;-33;-35.7;-37.5;;1.610
20-Jun-2008;97.020;4.777;-60.000;-56.800;-59.700;;97.220;4.852;-28.500;-26.400;-27.500;;93.850;4.905;-9.500;-9.600;-10.200;;100.270;4.617;-79.100;-75.800;-77.700;95.040;4.674;-48.200;-44.900;-47.400;97.020;4.626;-38.600;-36.600;-38.000;101.380;2.817;-61;-63.1;-63.2;;106.64;3.381;-51.4;-53.3;-53.4;;96.84;3.392;-35.3;-35.8;-37.5;;1.614
27-Jun-2008;97.380;4.602;-60.100;-56.500;-59.200;;97.940;4.677;-31.500;-30.600;-31.800;;94.510;4.799;-17.300;-16.900;-17.900;;100.580;4.445;-78.600;-75.800;-77.400;95.850;4.480;-53.400;-50.200;-52.800;97.810;4.525;-45.100;-43.600;-45.300;101.460;2.772;-64.4;-64.4;-64.4;;107.25;3.291;-55.7;-56.2;-56.2;;97.57;3.3;-44.8;-44.1;-46.1;;1.608
04-Jul-2008;97.440;4.564;-63.900;-57.700;-60.400;;97.980;4.656;-35.400;-34.000;-35.300;;94.520;4.779;-18.000;-15.700;-16.600;;100.590;4.419;-79.500;-74.100;-75.700;95.920;4.466;-56.400;-52.900;-55.700;98.040;4.496;-46.400;-43.200;-44.800;101.550;2.721;-64.9;-63.7;-63.7;;107.5;3.264;-59.6;-59.8;-59.7;;97.86;3.264;-43;-42.2;-44;;1.610
11-Jul-2008;97.480;4.619;-53.100;-47.100;-49.300;;98.330;4.626;-34.800;-34.000;-35.300;;95.370;4.748;-20.000;-17.400;-18.400;;100.545;4.440;-71.900;-65.800;-67.200;95.930;4.467;-53.100;-49.500;-52.000;98.350;4.456;-49.100;-45.900;-47.500;101.550;2.714;-52.1;-50.5;-50.3;;108.61;3.135;-58.4;-58.6;-58.2;;98.73;3.156;-41.6;-40.7;-42.2;;1.620
18-Jul-2008;97.340;4.731;-50.200;-45.700;-48.000;;97.630;4.799;-31.800;-26.300;-27.500;;94.050;4.890;-12.800;-11.800;-12.500;;100.360;4.540;-71.100;-65.300;-66.800;95.380;4.606;-50.400;-45.600;-48.200;97.340;4.586;-43.000;-41.100;-42.800;101.630;2.668;-53;-56.2;-56.1;;108.32;3.115;-59.1;-61.7;-61.2;;98.99;3.124;-42.7;-43.5;-45;;1.620
25-Jul-2008;97.540;4.592;-57.500;-51.200;-53.500;;97.910;4.730;-35.100;-33.200;-34.500;;94.020;4.933;-14.400;-12.400;-13.200;;100.540;4.435;-74.200;-67.200;-68.600;95.640;4.546;-54.300;-50.800;-53.600;97.070;4.622;-45.000;-42.500;-44.400;101.570;2.690;-52.1;-50.7;-50.4;;107.66;3.215;-56.5;-56.9;-56.5;;98.2;3.223;-36.3;-36;-37.5;;1.627
01-Aug-2008;97.800;4.421;-55.500;-47.500;-49.500;;98.810;4.442;-39.900;-36.300;-37.400;;95.450;4.643;-16.500;-14.700;-15.500;;100.830;4.266;-71.500;-64.700;-65.800;96.740;4.278;-55.800;-52.200;-54.600;99.340;4.331;-49.500;-47.500;-48.900;101.760;2.587;-47.7;-46.1;-45.7;;108.98;3.045;-57.5;-59.3;-58.7;;99.54;3.056;-40.6;-40.9;-42.3;;1.634
08-Aug-2008;98.190;4.234;-56.100;-47.900;-49.800;;99.770;4.249;-37.900;-34.900;-35.800;;96.180;4.583;-16.600;-14.700;-15.400;;101.170;4.065;-74.800;-67.200;-68.100;97.570;4.078;-56.000;-51.100;-53.100;99.900;4.260;-48.800;-46.200;-47.500;102.050;2.428;-52;-48.4;-48;;110;2.958;-52.4;-52.1;-51.4;;100.03;2.995;-41.3;-40.7;-42;;1.624
15-Aug-2008;98.330;4.162;-54.900;-48.400;-50.200;;100.090;4.157;-36.900;-35.000;-35.700;;96.550;4.517;-11.500;-10.500;-11.000;;101.270;4.000;-74.500;-67.400;-68.300;97.920;3.995;-54.100;-50.400;-52.200;100.810;4.145;-48.500;-46.800;-47.800;102.240;2.319;-50.3;-46.5;-45.9;;110.63;2.858;-50.2;-51;-50.1;;100.83;2.897;-40.3;-39.8;-40.9;;1.610
22-Aug-2008;98.130;4.280;-58.100;-51.400;-53.400;;99.630;4.281;-41.600;-39.200;-40.200;;96.230;4.566;-17.100;-15.400;-16.100;;101.020;4.137;-75.600;-68.300;-69.300;97.430;4.117;-59.100;-54.800;-57.000;100.220;4.219;-51.800;-49.800;-51.100;102.060;2.402;-52.3;-49;-48.4;;110.53;2.913;-48.9;-49.2;-48.5;;100.64;2.92;-41.3;-41;-42.1;;1.625
29-Aug-2008;98.180;4.269;-60.300;-53.700;-55.800;;99.650;4.279;-40.300;-37.600;-38.500;;96.520;4.539;-14.900;-13.400;-14.000;;101.040;4.119;-77.500;-71.400;-72.500;97.490;4.104;-59.300;-55.100;-57.300;100.580;4.174;-50.100;-48.600;-49.600;102.010;2.419;-49.5;-46.7;-46.1;;110.42;2.886;-47.3;-48.3;-47.7;;100.79;2.901;-40;-40.8;-41.9;;1.616
05-Sep-2008;98.480;4.159;-59.600;-52.800;-54.700;;100.630;4.104;-42.300;-40.700;-41.500;;97.470;4.462;-13.100;-12.000;-12.500;;101.220;4.004;-77.400;-71.700;-72.600;98.370;3.890;-64.300;-61.400;-63.400;101.700;4.034;-54.700;-54.400;-55.200;102.290;2.259;-53.8;-49;-48.4;;111.16;2.762;-43.9;-44.1;-43.4;;101.7;2.789;-39.9;-39.8;-40.6;;1.596
12-Sep-2008;98.360;4.209;-63.100;-55.900;-58.000;;100.020;4.223;-40.400;-38.400;-39.300;;96.470;4.591;-13.100;-12.500;-13.100;;100.090;3.951;-85.900;-80.500;-82.400;97.990;3.985;-64.800;-61.200;-63.400;100.574;4.174;-53.800;-53.300;-54.600;102.220;2.284;-50.8;-47.5;-46.9;;111.07;2.845;-36.1;-37.9;-37.3;;101.08;2.865;-39.8;-38.7;-39.7;;1.607
19-Sep-2008;98.230;4.352;-61.700;-57.600;-59.800;;99.080;4.489;-39.700;-37.800;-39.000;;95.350;4.745;-18.300;-17.000;-18.000;;99.920;4.042;-94.500;-89.600;-91.800;97.380;4.139;-75.500;-70.900;-73.800;100.120;4.231;-67.800;-67.000;-68.700;103.200;1.743;-111.8;-105.8;-104.2;;111.5;2.838;-65.9;-67.9;-66.8;;101.312;2.836;-59.2;-58.9;-60.1;;1.599
26-Sep-2008;98.660;4.067;-75.700;-65.600;-67.800;;99.600;4.340;-42.100;-38.500;-39.600;;95.800;4.626;-15.400;-15.800;-16.600;;100.610;3.667;-113.300;-106.800;-108.700;100.480;3.892;-84.900;-81.800;-83.600;100.710;4.156;-62.100;-61.600;-62.900;102.990;1.839;-101.1;-95.4;-94.2;;111.03;2.765;-67.1;-69;-67.7;;101.95;2.758;-64.2;-63.9;-65.3;;1.593
03-Oct-2008;99.370;3.680;-80.200;-57.400;-59.000;;100.330;4.115;-35.100;-30.200;-30.900;;97.230;4.462;-6.400;-2.900;-3.000;;101.280;3.310;-111.900;-95.500;-96.600;101.850;3.598;-88.200;-82.100;-83.300;102.620;3.917;-61.100;-57.100;-57.600;103.570;1.506;-122;-108.2;-106.6;;113.68;2.596;-72.6;-71.7;-70.2;;102.594;2.679;-61.5;-63.2;-64.6;;1.555
10-Oct-2008;99.940;3.299;-100.000;-68.000;-69.500;;100.120;4.192;-23.000;-12.100;-12.500;;96.310;4.606;-3.500;1.400;1.600;;101.790;3.032;-126.200;-98.700;-99.500;101.992;3.572;-86.100;-74.700;-75.800;102.110;3.990;-64.400;-58.800;-60.000;103.920;1.294;-138;-127.4;-125.3;;112.28;2.729;-72;-72.8;-71.3;;101.9;2.763;-63.5;-63.4;-65;;1.527
17-Oct-2008;100.170;3.298;-78.500;-48.500;-49.600;;100.950;4.023;-33.000;-22.600;-23.100;;96.900;4.476;-10.600;-4.500;-4.700;;101.830;2.951;-112.400;-85.400;-86.000;101.760;3.568;-79.700;-68.900;-70.100;101.647;3.999;-57.200;-51.300;-52.400;103.470;1.520;-122.4;-109.6;-108.1;;110.11;2.907;-58.7;-58;-57.2;;100.49;2.938;-57.1;-56.4;-58.4;;1.525
24-Oct-2008;100.290;3.030;-86.100;-57.500;-58.500;;101.820;3.813;-25.400;-16.100;-16.300;;98.080;4.362;3.900;7.800;8.200;;102.390;2.667;-121.500;-96.200;-96.500;103.260;3.278;-79.600;-70.600;-71.100;103.850;3.762;-55.500;-51.100;-51.600;103.810;1.309;-133.2;-108.8;-107;;106.94;2.724;-56.7;-53.3;-52.3;;101.97;2.754;-54.1;-51.8;-53;;1.473
31-Oct-2008;100.310;3.088;-57.700;-25.100;-25.500;;102.130;3.714;-22.900;-11.900;-12.000;;96.490;4.575;16.100;20.900;22.300;;102.556;2.504;-114.100;-86.000;-85.900;103.610;3.167;-80.800;-69.200;-69.600;102.720;3.878;-52.900;-45.700;-46.700;103.340;1.540;-125.6;-92.6;-90.9;;112.63;2.7;-65.9;-60.1;-58.9;;101.74;2.782;-57.5;-54.1;-55.7;;1.476
07-Nov-2008;100.360;3.015;-53.200;-23.100;-23.500;;103.110;3.462;-31.300;-21.500;-21.700;;98.630;4.259;7.800;11.800;12.400;;102.810;2.406;-113.400;-86.700;-86.600;104.683;2.956;-84.100;-74.800;-74.700;104.640;3.688;-48.800;-43.300;-43.700;102.635;1.829;-42.4;1.3;2.3;;112.6;2.593;-32.5;-25.3;-24.8;;102.86;2.644;-45.3;-41.4;-42.4;;1.501
14-Nov-2008;100.650;2.888;-47.700;-17.600;-17.800;;103.600;3.518;-21.500;-13.400;-13.500;;99.630;4.119;-3.800;0.400;0.400;;103.110;2.234;-112.700;-86.300;-86.000;105.270;2.843;-85.700;-78.100;-77.800;100.560;3.662;-53.100;-47.600;-49.500;102.880;1.778;-30.2;16.5;17.4;;114.08;2.481;-16.6;-9.6;-9.4;;103.43;2.573;-27.6;-24.7;-25.2;;1.511
21-Nov-2008;100.970;2.644;-51.200;-17.400;-17.500;;103.850;3.369;-15.800;-5.900;-6.000;;101.420;3.856;-11.300;-5.600;-5.700;;103.290;2.069;-108.100;-78.300;-77.900;106.040;2.643;-84.200;-75.400;-74.700;103.130;3.353;-65.000;-58.900;-60.300;103.720;1.268;-8.2;23.8;24.5;;117.1;2.037;-14.2;-7.9;-7.6;;107.17;2.126;-25.4;-25;-25;;1.537
28-Nov-2008;100.850;2.749;-38.800;-42.600;-43.100;;103.370;3.498;1.500;-0.700;-0.700;;101.600;3.912;0.900;-1.000;-1.000;;103.080;2.174;-96.100;-101.400;-100.800;105.960;2.664;-78.400;-81.700;-80.800;104.100;3.251;-68.700;-69.800;-70.800;103.600;1.314;-5.7;28.1;28.8;;116.21;2.178;3.2;8.5;8.2;;106.18;2.241;-15;-13.1;-13.1;;1.541
05-Dec-2008;100.840;2.668;-31.200;-30.000;-30.200;;103.290;3.517;22.300;22.200;22.400;;102.250;3.804;26.000;25.100;25.500;;103.312;2.046;-93.400;-93.900;-93.200;106.660;2.535;-72.500;-75.100;-73.900;106.240;3.026;-53.900;-54.700;-54.500;103.780;1.182;-12.8;20.3;21;;118.06;1.935;-16.5;-10.9;-10.5;;108.28;1.994;-29.3;-27.4;-27.1;;1.553
12-Dec-2008;100.650;2.829;-18.500;-20.400;-20.600;;102.290;3.736;23.200;21.600;21.900;;100.440;4.062;10.700;9.300;9.700;;100.050;2.192;-87.200;-89.800;-91.600;105.300;2.788;-66.800;-70.100;-69.700;103.830;3.284;-70.500;-71.400;-72.700;104.200;0.904;-26.4;1.7;2.6;;116.32;2.108;-11.5;-8.9;-8.5;;106.96;2.242;-24.1;-23.4;-23.5;;1.575
19-Dec-2008;101.090;2.545;-21.500;-36.700;-37.200;;104.030;3.384;6.800;5.600;5.600;;102.040;3.831;5.600;4.600;4.800;;100.780;1.836;-96.400;-101.300;-102.700;106.900;2.415;-86.300;-89.500;-88.000;106.310;2.982;-82.200;-83.900;-84.100;104.310;0.808;-27.2;0.3;1.1;;116.98;2.076;-29;-28.2;-26.9;;107.01;2.235;-29.6;-29.7;-29.9;;1.535
26-Dec-2008;101.150;2.415;-30.200;-41.100;-41.500;;104.190;3.320;4.300;5.100;5.100;;102.150;3.818;9.100;8.300;8.600;;100.860;1.806;-96.100;-97.500;-99.000;107.440;2.345;-89.000;-90.500;-88.700;106.880;2.943;-81.700;-82.300;-82.200;104.270;0.806;-27.9;-9.6;-8.5;;117;2.084;-28.4;-30.9;-29.5;;106.86;2.25;-29.9;-30.9;-31.2;;1.502
02-Jan-2009;101.540;2.202;-33.600;-46.100;-46.300;;104.480;3.261;8.400;8.600;8.600;;102.260;3.811;17.600;15.300;15.700;;100.960;1.732;-88.400;-92.100;-93.300;107.570;2.285;-85.200;-87.400;-85.600;106.810;2.952;-72.300;-73.100;-73.100;104.440;0.674;-38.1;-11.6;-10.5;;118.4;2.091;-19.7;-20.8;-19.9;;107.06;2.228;-38.9;-37.7;-38.2;;1.503
09-Jan-2009;102.140;1.784;-55.200;-59.300;-59.200;;104.430;3.264;20.400;21.400;21.400;;101.850;3.863;26.000;24.600;25.400;;101.320;1.525;-88.500;-88.300;-89.100;107.660;2.274;-73.100;-75.200;-73.800;106.200;3.031;-61.800;-61.900;-62.400;104.370;0.679;-28.4;1.6;2.4;;116.26;2.125;-20.1;-19.3;-18.4;;106.88;2.245;-34;-34.3;-34.5;;1.496
16-Jan-2009;103.470;2.414;1.600;3.700;3.600;;103.690;3.411;45.900;46.400;46.700;;99.720;4.111;61.000;59.100;61.800;;101.440;1.512;-78.800;-77.700;-78.400;108.070;2.193;-70.900;-71.900;-70.300;106.930;2.942;-60.000;-60.300;-60.400;104.480;0.576;-33.4;-4;-3.3;;117.13;2.033;-21.9;-20.8;-19.8;;106.9;2.242;-28.7;-28.9;-29.3;;1.485
23-Jan-2009;103.660;2.464;18.500;17.400;17.300;;102.670;3.657;68.700;66.600;67.600;;97.880;4.364;74.800;70.100;74.400;;101.480;1.418;-75.400;-77.800;-78.400;107.287;2.300;-60.500;-62.800;-61.800;104.400;3.195;-47.100;-47.400;-48.400;104.440;0.566;-34.9;-12.8;-11.9;;116.39;2.049;-23.6;-24.7;-23.5;;107.02;2.228;-25.1;-26.1;-26.2;;1.501
30-Jan-2009;103.720;2.328;2.500;-1.000;-1.000;;102.680;3.644;66.100;63.800;64.700;;97.640;4.382;74.800;70.200;74.600;;101.290;1.524;-67.500;-66.200;-66.900;106.713;2.464;-46.200;-48.000;-47.500;103.769;3.277;-40.100;-40.800;-41.800;104.490;0.503;-34.7;-14.4;-13.7;;116.54;2.072;-29.4;-30.4;-28.9;;107;2.229;-23.4;-25.4;-25.4;;1.485
06-Feb-2009;103.970;2.197;0.300;1.500;1.500;;103.720;3.416;44.500;45.900;46.300;;101.030;4.455;67.500;65.600;68.700;;101.520;1.405;-67.200;-63.600;-64.100;107.060;2.382;-51.100;-51.400;-50.700;103.170;3.384;-33.700;-33.600;-34.600;104.470;0.479;-38;-9.8;-9.2;;117.1;1.996;-33.1;-32.3;-30.7;;107.38;2.188;-29.5;-29.2;-29.3;;1.504
13-Feb-2009;104.160;2.085;-6.500;-10.100;-10.000;;104.210;3.294;47.400;46.000;46.200;;102.420;4.280;72.300;70.900;73.300;;101.675;1.319;-72.900;-72.600;-73.000;107.840;2.207;-55.900;-58.000;-56.800;105.354;3.116;-37.900;-38.800;-39.400;104.520;0.407;-41.8;-14.8;-14.2;;118.27;1.908;-36.7;-35.9;-34.1;;108.31;2.089;-30.5;-30.5;-30.4;;1.495
20-Feb-2009;104.170;2.134;1.800;0.300;0.300;;104.290;3.301;52.200;54.100;54.300;;103.410;4.173;69.600;69.300;71.200;;101.650;1.326;-68.800;-64.600;-65.000;108.016;2.155;-54.000;-55.700;-54.600;106.136;3.018;-40.500;-40.100;-40.500;104.600;0.314;-52.1;-21.6;-20.9;;117.03;1.999;-36.3;-35.6;-33.7;;108.07;2.113;-25.3;-23.8;-23.7;;1.480
27-Feb-2009;104.260;2.045;-5.100;-8.900;-8.900;;104.090;3.364;60.000;58.400;58.700;;102.700;4.267;79.900;78.300;80.800;;101.625;1.311;-66.900;-66.500;-67.000;107.610;2.211;-49.700;-52.100;-51.100;105.339;3.091;-33.300;-32.900;-33.300;104.170;0.552;-36.1;2.2;2.4;;115.81;2.136;-32.5;-32.7;-31.1;;106.46;2.282;-25.7;-26.8;-27;;1.483
06-Mar-2009;104.510;1.874;-5.600;-6.200;-6.100;;105.030;3.090;48.200;51.100;50.900;;104.660;4.018;74.000;74.100;75.400;;101.842;1.163;-67.700;-63.100;-63.300;108.580;2.002;-53.300;-53.800;-52.500;106.967;2.918;-31.600;-31.000;-31.100;104.120;0.548;-26.2;13.8;13.8;;117.04;1.975;-34.4;-32.6;-30.9;;107.97;2.12;-27.8;-26.8;-26.7;;1.467
13-Mar-2009;104.360;1.924;-8.300;-8.900;-8.800;;104.540;3.218;49.600;49.700;49.900;;104.230;4.045;61.100;61.000;62.200;;99.860;1.337;-62.800;-61.100;-62.400;107.790;2.214;-45.500;-45.400;-44.600;105.910;3.054;-32.900;-33.300;-33.600;104.060;0.550;-21.5;12.9;13;;117.01;2.022;-27.6;-25.9;-24.6;;107.13;2.208;-21;-20.2;-20.4;;1.534
20-Mar-2009;104.400;1.881;-2.400;-2.000;-2.000;;105.020;3.103;43.700;44.400;44.300;;104.570;4.039;60.900;62.000;63.300;;99.770;1.322;-53.500;-51.500;-52.500;107.810;2.172;-42.600;-42.900;-42.100;106.450;2.987;-38.600;-38.400;-38.700;104.090;0.489;-24.9;-6.9;-7;;117.73;1.915;-31.7;-36;-34.2;;108.43;2.069;-40.3;-42.7;-42.7;;1.530
27-Mar-2009;104.550;1.806;-8.300;-6.900;-6.900;;105.100;3.063;36.700;39.200;39.200;;104.480;4.047;59.100;60.000;61.400;;99.880;1.292;-55.800;-51.300;-52.200;99.640;2.318;-42.500;-40.300;-41.700;105.426;3.086;-31.400;-30.900;-31.300;104.000;0.517;-24.1;5.8;5.7;;116.89;1.99;-30.1;-30.3;-28.9;;107.28;2.189;-35.8;-35.7;-36;;1.520
03-Apr-2009;104.290;1.910;-9.800;-13.100;-13.000;;104.900;3.122;31.900;31.000;31.100;;103.750;4.130;55.200;54.500;56.000;;99.470;1.483;-47.400;-47.700;-48.700;98.790;2.454;-39.100;-40.400;-42.000;104.214;3.196;-32.900;-33.000;-33.600;103.870;0.570;-27;6.3;6.3;;116.4;2.071;-26.2;-26.3;-25.1;;106.77;2.243;-33.4;-33.8;-34.1;;1.525
10-Apr-2009;104.430;1.820;-15.400;-15.500;-15.400;;104.980;3.100;27.500;27.900;28.000;;103.450;4.157;51.200;51.200;52.700;;99.760;1.405;-52.000;-49.600;-50.700;99.301;2.437;-43.600;-43.300;-44.900;104.375;3.257;-32.800;-32.700;-33.600;103.830;0.552;-27.3;4.9;5;;116.48;2.044;-27.4;-26.5;-25.3;;106.74;2.245;-26.8;-26.4;-26.6;;1.522
17-Apr-2009;104.280;1.913;-5.300;-7.400;-7.400;;105.160;3.083;30.500;29.900;29.900;;103.880;4.126;54.600;53.900;55.400;;99.580;1.521;-39.100;-37.500;-38.300;98.980;2.456;-37.800;-37.600;-39.100;103.896;3.275;-24.900;-25.800;-26.500;103.800;0.538;-28.7;3.6;3.8;;116.74;1.991;-25.8;-26.9;-25.6;;107.27;2.187;-22.9;-25;-25.1;;1.518
24-Apr-2009;104.480;1.748;-16.000;-16.500;-16.300;;105.670;2.966;24.800;26.300;26.200;;104.800;4.016;52.500;52.700;53.800;;99.670;1.382;-47.800;-45.400;-46.400;99.260;2.405;-35.300;-34.900;-36.200;104.630;3.204;-23.000;-23.500;-23.900;103.800;0.495;-33.3;0.4;0.7;;117.36;1.915;-31.7;-32.7;-31.1;;108.09;2.098;-28.7;-28.6;-28.5;;1.508
01-May-2009;104.490;1.706;-11.100;-10.100;-10.000;;106.140;2.833;18.100;20.200;20.100;;105.280;3.937;48.800;49.500;50.400;;99.780;1.357;-41.900;-37.100;-37.900;99.530;2.373;-31.300;-31.200;-32.400;104.784;3.183;-21.300;-21.400;-21.800;103.750;0.489;-29.6;3.4;3.6;;116.68;1.99;-31.5;-30.8;-29.3;;107.34;2.177;-29.1;-29.4;-29.5;;1.507
08-May-2009;104.880;1.504;-22.500;-22.300;-21.900;;106.160;2.829;12.300;13.600;13.500;;104.670;4.025;38.200;38.800;39.900;;99.873;1.299;-38.200;-34.200;-34.900;98.670;2.510;-25.200;-24.800;-25.900;102.301;3.432;-14.800;-15.600;-16.200;107.130;0.535;-29;-27.4;-26.6;;115.05;2.196;-28.6;-27.2;-26;;105.33;2.394;-24.2;-23.8;-24.2;;1.508
