Date;rent_CH2Y10YRetCHF_Acum;DEST2Y10YAcu;CHST2Y10YAcu;ESST2Y10YAcu
25/07/2014;-0.201044087;1.311939176;-0.222102286;6.454801861
01/08/2014;-0.142986993;1.33692499;-0.163987061;6.348269658
08/08/2014;-0.510206179;1.117281984;-0.531444169;6.686490534
15/08/2014;-0.25944026;1.053877004;-0.280367337;6.377609876
22/08/2014;-0.202824181;1.125275447;-0.223707551;6.349882271
29/08/2014;-0.228638255;1.037465892;-0.249389327;5.748221849
05/09/2014;0.003913241;1.147724422;-0.016700459;5.140107355
12/09/2014;0.255818469;1.396131247;0.23531811;5.537223189
19/09/2014;0.029625584;1.295011268;0.009042277;5.237943411
26/09/2014;0.093676675;1.13266691;0.073135751;5.166638207
03/10/2014;0.110915834;1.031345478;0.090381946;5.039040688
10/10/2014;-0.072543734;0.876122792;-0.093149152;4.661555497
17/10/2014;-0.083210505;0.805119797;-0.103815437;4.857746151
24/10/2014;0.073568752;0.831252251;0.053051276;4.70866617
31/10/2014;0.133821655;0.812017033;0.113344346;4.439072819
07/11/2014;0.013450779;0.77729494;-0.007078004;4.862106008
14/11/2014;0.234568798;0.762340481;0.214281406;4.948613878
21/11/2014;0.324995548;0.690099347;0.304762329;4.758526391
28/11/2014;-0.259292258;0.52487159;-0.279967546;4.295530334
05/12/2014;-0.23025047;0.628587316;-0.250907233;3.748745968
12/12/2014;-0.146381043;0.353930251;-0.166990224;3.798824847
19/12/2014;-0.033114909;0.364828826;-0.053700804;3.420493729
26/12/2014;0.21688448;0.392999689;0.196403505;3.529954235
02/01/2015;0.641483164;0.222929473;0.621201633;3.331444789
09/01/2015;0.558808319;0.198758237;0.538590479;3.766496737
16/01/2015;0.293870158;0.133375056;0.357506023;3.288805767
23/01/2015;0.958554163;-0.180673934;1.022616766;3.083348797
30/01/2015;0.45981653;-0.271895587;0.592499862;3.253145582
06/02/2015;0.750668166;-0.02823545;0.883350017;3.546281975
13/02/2015;1.033048094;-0.044986771;1.163001282;3.81277314
20/02/2015;1.045050798;0.018447426;1.174989994;3.56565169
27/02/2015;1.089325755;-0.10178683;1.219387906;3.126545694
06/03/2015;0.210645772;-0.024878917;0.339106361;3.085119489
13/03/2015;0.578260403;-0.273676375;0.706987719;2.83183883
20/03/2015;0.392206197;-0.351211875;0.520878094;3.129774281
27/03/2015;0.424800424;-0.316667979;0.553341529;3.617859172
03/04/2015;0.417924147;-0.341868423;0.546446468;3.419113638
10/04/2015;0.505055004;-0.327834312;0.6335459;3.479707204
17/04/2015;0.57695549;-0.501593158;0.70528283;4.365605698
24/04/2015;0.843162872;-0.359096829;0.972410924;4.160072317
01/05/2015;0.740985734;0.047620671;0.866851501;4.260941359
08/05/2015;0.735551815;0.454875412;0.861420779;4.462860381
15/05/2015;0.78939606;0.629889793;0.915279295;4.790881914
22/05/2015;0.698135016;0.510316992;0.825082863;4.963517062
29/05/2015;0.599665561;0.258762723;0.72608504;5.14511703
05/06/2015;0.871588803;1.049606726;0.995621835;6.056495457
12/06/2015;1.053438826;0.983690536;1.177549719;5.827387402
19/06/2015;1.032339622;0.771704567;1.156446925;5.658476977
26/06/2015;1.166090672;1.101892922;1.290262313;5.114304275
03/07/2015;0.973657956;0.93562682;1.097600424;5.332827531
